,"Cultivo_de_cereales,_oleaginosas_y_forrajeras","Cultivo_de_hortalizas,_legumbres,_flores_y_plantas_ornamentales",Cultivo_de_frutas_y_nueces,Cultivos_industriales,Produccion_de_semillas,"Cria_de_ganado_y_produccion_de_leche,_lana_y_pelos",Produccion_de_granja,Servicios_agropecuarios,Caza,Silvicultura_y_extraccion_de_madera,Pesca,"Extraccion_de_petroleo,_gas,_carbon_y_uranio",Extraccion_de_minerales_metaliferos,Extraccion_de_otros_minerales,"Matanza_de_animales,_conservacion_y_procesamiento_de_carnes",Elaboracion_y_conservacion_de_pescado_y_productos_de_pescado,"Elaboracion_y_conservacion_de_frutas,_legumbres_y_hortalizas",Aceites_y_subproductos_oleaginosos,Productos_lacteos,Molienda_de_trigo_y_de_otros_cereales,Alimentos_balanceados,Productos_de_panaderia,Azucar,"Cacao,_chocolate_y_productos_de_confiteria",Pastas_alimenticias,Otros_productos_alimenticios,Bebidas_alcoholicas,Produccion_vitivinicola,Cerveza_y_malta,"Gaseosas,_agua_mineral_y_otras_bebidas_no_alcoholicas",Productos_de_tabaco,"Fibras,_hilados_y_tejeduria_de_productos_textiles",Acabado_de_productos_textiles,Fabricacion_de_productos_textiles,Tejidos_de_punto,"Prendas_de_vestir,_terminacion_y_tenido_de_pieles",Curtido_y_terminacion_de_cueros,Marroquineria_y_talabarteria,Calzado_y_sus_partes,Aserraderos,Madera_y_sus_productos,Celulosa_y_papel,Papel_y_carton_ondulado_y_envases_de_papel_y_carton,Productos_de_papel_y_carton,"Edicion_de_libros,_folletos,_grabaciones_y_otras_ediciones",Edicion_de_periodicos_y_revistas,Impresiones_y_reproduccion_de_grabaciones,Refinacion_de_petroleo,Quimica_basica,Fertilizantes_y_plaguicidas,Materias_primas_plasticas_y_caucho_sintetico,Pinturas_y_barnices,Productos_medicinales,"Jabones,_detergentes_y_cosmeticos",Otros_productos_quimicos,Fibras_sinteticas_manufacturadas,"Cubiertas,_camaras_y_recauchutado_de_cubiertas",Productos_de_caucho,Productos_de_plastico,Vidrio_y_productos_de_vidrio,Productos_de_ceramica_refractaria_y_no_refractaria_para_uso_no_estructural,Arcilla_y_ceramica_no_refractaria_para_uso_estructural,"Cemento,_cal_y_yeso","Articulos_de_hormigon,_cemento_y_yeso",Industrias_basicas_de_hierro_y_acero,Metalurgia_de_no_ferrosos,Fundicion_de_metales,"Estructuras_metalicas,_tanques,_depositos_y_generadores_de_vapor","Forja,_laminado_y_tratamiento_de_metales",Articulos_de_cuchilleria_y_ferreteria_y_herramientas_de_mano,Otros_productos_metalicos,"Motores,_turbinas,_bombas_y_compresores","Engranajes,_hornos,_elevadores_y_otras_maquinarias_de_uso_general",Tractores_y_maquinaria_agricola,Otra_maquinaria_de_uso_especial,Aparatos_de_uso_domestico,Maquinas_de_oficina_e_informatica,"Motores,_generadores_y_transformadores_electricos",Aparatos_de_control_y_distribucion_de_energia_electrica,Hilos_y_cables_aislados,Acumuladores_y_pilas,Lamparas_electricas_y_equipos_de_iluminacion,"Tubos_y_transmisores_de_radio,_TV_y_telefonia",Receptores_de_radio_y_TV,"Instrumentos_medicos,_opticos_y_de_precision_y_relojes",Vehiculos_automotores,Carrocerias_y_remolques,Autopartes,"Buques,_locomotoras_y_aeronaves","Motocicletas,_bicicletas_y_otros_tipos_de_transportes",Muebles_y_colchones,Otras_industrias_manufactureras,Electricidad,Gas,Agua,Construccion,Comercio_mayorista,Comercio_minorista,Hoteles,Restaurantes,Transporte_terrestre_de_pasajeros,Transporte_terrestre_de_carga,Transporte_por_tuberias,Transporte_maritimo,Transporte_aereo,Actividades_de_transporte_complementarias,Correos,Telecomunicaciones,Instituciones_Financieras,Seguros,Servicios_a_las_empresas_y_profesionales,Actividades_inmobiliarias,Administracion_publica_y_defensa_y_planes_de_la_seguridad_social_de_afiliacion_obligatoria,Ensenanza_publica,Ensenanza_privada,Salud_humana_publica,Salud_humana_privada,Servicios_veterinarios,Servicios_sociales,Servicios_de_saneamiento,Actividad_de_asociaciones,"Servicios_de_cine,_radio_y_television","Servicios_personales,_de_reparacion,_actividades_deportivas_y_de_esparcimiento",Servicio_domestico,DEMANDA_INTERMEDIA,BIENES,SERVICIOS,X,C_HOG,T_HOG,SUBTOTAL_HOGARES,C_ONG,C_GOB,C_TOT,IBIF,VARSTOCK,I_TOT,DF_TOT,D_TOT,CIFFOB,D_TOTAJU
"Edicion_de_libros,_folletos,_grabaciones_y_otras_ediciones",39.56551412,8.778568387,5.795580765,9.945338449,4.845144252,43.27157373,8.92870073,6.726718692,0.061943425,3.132895844,0.564081563,4.618706024,0.416039209,1.887568075,5.736026589,0.652162428,2.004890172,2.597446003,4.372673563,3.012046629,0.351670576,6.006288923,0.15426374,0.606824553,2.327417153,3.662485014,0.12249564,1.426872286,0.523096764,5.562378924,0.776972343,2.462296967,0.482175144,1.136651847,1.067192781,5.002937299,0.747088791,0.088035328,2.152423382,1.046731971,1.797589859,0.658784242,1.109729729,0.954658326,22585.14296,2772.918484,10617.82433,0,1.939200203,0.876449867,1.381104684,1.218764309,6.683415942,3.20292445,2.136539332,0.2223767,0.404639443,1.77282151,6.567920054,0.704282623,1.294415462,1.094922563,0.707244056,0.946312469,5.568032569,1.033270912,1.038386114,1.400757831,0.795010162,1.885086744,3.246538282,1.410719015,2.061426621,1.145805368,2.174230298,1.007694899,0.078612586,1.240302004,0.953850662,0.328180626,1.150382128,0.848046736,1.194534402,0.707782498,1.592443315,3.361226507,0.793125614,5.392231134,0.309786504,0.266259753,5.038205275,7040.292011,2.797178508,0.605914586,1.69708959,0,5076.259559,8426.011156,814.8496587,2278.990192,3.489752524,6.587627457,0.08713656,0.349822445,5.636797744,15.77900836,1002.231574,4016.907155,4427.025534,13.22669759,108256.6616,12378.79443,142.1609999,1629.728675,28544.4719,0,55786.37716,0,0.73763846,13.45724193,8364.59007,9.336146164,13.86896985,0,284523.2104,4468.65514,1638.403731,6107.058871,257714.2561,11262.10036,268976.3564,0,0,268976.3564,0,4973.423523,4973.423523,280056.8388,564580.0492,0,564580.0492
Edicion_de_periodicos_y_revistas,1355.691791,300.7930863,198.5825648,340.7718565,166.0163513,1483.91123,799.1629431,230.4875222,2.122459272,121.1455103,299.2599844,7245.970182,204.7301096,928.8596129,9194.689972,723.6105342,5962.557946,4072.487511,17371.31718,3324.090108,1313.608786,15589.27783,435.0950274,7878.460284,3063.926651,34199.73127,2253.92177,12528.87056,15495.38942,31997.15325,12361.64481,1396.689722,282.8246025,2164.75479,1346.361338,9624.297869,390.2459452,162.8811575,6073.631503,519.9594622,1399.220958,804.7914434,1246.689793,8531.899817,8665.831209,44319.74806,12540.73097,12833.47312,1378.986387,5189.884132,671.7464994,4768.235314,55891.48982,54956.06037,3093.120337,252.5725913,2023.320768,1257.862924,7898.111216,581.9245061,1170.069641,2688.067163,1225.237476,939.6173973,2626.407763,673.3128886,418.153894,984.7026791,407.8269145,1422.201234,4848.51547,1397.565426,2240.48939,3352.054876,1503.678971,5381.630772,83.96109798,1018.19061,1460.766743,214.5165875,810.9445064,697.6448797,1309.266176,2018.624612,1855.771005,17973.33635,941.0843479,3377.929336,151.3373664,378.108072,6202.477227,2179.500884,4054.777825,1119.688685,3655.497219,0,82616.37451,136518.287,6408.640692,15849.85656,3490.583988,5028.850531,42.8793176,269.9329419,4013.403095,25557.8231,6486.574236,36402.91949,106311.1663,43991.38846,74888.1827,3480.488335,51211.74811,1643.248954,4945.145781,1574.816532,62630.89219,208.4958404,1363.699774,1475.365578,50874.55603,27966.20224,78522.47226,0,1356267.635,34237.87801,200.9026821,34438.78069,465064.7273,0,465064.7273,0,0,465064.7273,0,1.484134994,1.484134994,499504.9921,1855772.627,0,1855772.627
Impresiones_y_reproduccion_de_grabaciones,1942.690786,430.179801,284.2452069,488.1904801,232.7628008,2126.320917,564.2411559,320.9861242,3.04131442,172.3093071,568.2098758,4023.059886,358.5195257,1588.952379,3459.766527,575.7190536,1015.165284,4823.979096,6273.214026,3126.908426,610.8859171,5255.081297,931.95924,653.0108571,2431.010891,3489.368451,339.3712968,950.893007,375.518499,3936.955313,2337.769683,65488.68476,77.36588634,429.7847991,182.5388829,2224.155196,1589.561969,256.73871,1433.137841,1144.042214,915.9883542,1050.872453,36056.59668,3518.206829,5628.701894,48246.81968,331845.6215,8.238524197,2499.377793,1706.007156,2803.672847,620.2354255,11482.21537,5919.033527,1965.303654,119.2773903,215.1712626,789.2001385,5094.918034,1110.720569,1374.420611,2040.465982,1961.353248,1055.153524,7094.887801,2193.456091,814.043498,2008.084305,818.5630411,885.4522205,1405.683444,687.4747314,1208.009377,507.2444189,902.5348005,670.3857313,70.7374636,550.2580854,432.8723571,211.2691226,753.0286199,380.3283857,732.7951261,346.1248649,883.8590591,3272.75268,356.9266901,2313.044701,155.995524,343.6753599,2305.191993,9160.30064,2464.676503,535.1097782,1499.302273,0,104137.1461,171275.0678,2630.372321,7342.781527,4101.58104,5814.564499,77.63321006,308.7447872,6066.89004,13798.64389,5786.907927,41746.5641,85908.62801,11775.16615,168534.6283,23743.84865,59717.77932,2880.908641,9891.228103,1986.067782,27771.40715,366.0015053,646.8378734,3021.24171,86577.68556,8586.056523,89131.07351,0,1584133.394,75677.86936,2039.188787,77717.05814,948587.0851,8.394668367,948595.4798,0,0.324985749,948595.8048,243.1241367,28659.58286,28902.707,1055215.57,2639348.964,0,2639348.964
Refinacion_de_petroleo,261298.0313,30997.22507,19537.69998,48053.86733,8380.579159,65842.81354,9544.755428,117654.4792,425.1014809,12977.91148,64357.63595,1.109068349,1937.865102,118147.8955,13255.68837,1485.813225,3143.211319,5717.984628,8381.083596,6479.703432,588.5837482,8057.634487,8094.47101,3153.652257,1356.026062,5607.114127,105.2105926,4246.744222,967.5923645,9479.0363,655.4091247,0.749123306,470.2788893,1904.193355,761.3378636,1513.821547,2509.41463,69.40438866,1512.477281,7775.46856,8711.477115,2920.782408,2008.095313,1135.4335,20.03822623,405.3518573,806.2489174,207373.7548,45037.46212,14120.09441,27546.12254,4811.928978,2224.322783,8940.893796,668.962366,637.5040014,1235.26515,5938.315272,3010.993057,609.9367548,5847.577242,3639.260776,12342.50244,3232.209038,5392.905587,16974.49838,7480.621709,2655.168929,1330.048994,1567.966712,2432.08114,2138.115536,2003.177522,2623.066991,2043.749205,1534.708562,0.038658343,3630.574552,206.1160698,274.6376207,901.3732735,303.6043999,256.007909,181.5314591,1827.005328,8724.203735,653.7910776,7147.429291,260.6847473,135.7135587,3882.754668,626.9592431,77042.58593,868.0575028,3432.722376,120736.0702,74155.33232,113760.1784,2637.45801,3648.240181,321886.2557,931645.9866,0,14781.27245,109731.8831,0.069017343,5632.181118,4456.213526,2860.054626,1554.132369,104974.7158,9.364532114,38041.72025,3458.520944,978.4653185,4715.161546,82498.79579,0.052179088,151.0933568,27156.46352,18611.22924,13025.21235,7599.020685,0,3386910.651,873894.1873,0,873894.1873,1742093.175,20112.9794,1762206.154,0,0,1762206.154,0,141327.6296,141327.6296,2777427.971,6164338.622,0,6164338.622
Quimica_basica,31323.10318,0,0,0,0,0,0,0,0,0,0.855661982,7266.578567,921.5132657,22295.86799,5.947619231,0,0,0,123593.3211,0,0,0,3327.760134,0,0,2755.40976,0,2403.262271,2310.865464,67210.59398,1582.611636,12059.40697,21260.23996,2827.13711,3886.710347,0,40688.55585,0,7535.575614,22893.8776,0,28577.09598,26463.24033,23763.08382,0,3500,7304.191232,53367.3044,102447.6188,107844.9699,185948.7533,27383.80695,2104.659277,28116.91311,5102.571427,27659.62637,7276.171917,9846.11744,53814.0977,560.160272,176.5331997,0,0,0,36984.74617,1000,4000,0,300.2775839,166.7539631,0,10.16598652,379.9701698,0,0,3000,0,0,0,0,0,0,0,0,0,18121.88511,0,7072.096881,3250.414727,0,25191.45904,3.602924461,6000,0,19308.12649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33609.27627,0,0.600213144,28411.22493,54895.46511,200.6692289,0,0,8000,0,7073.731338,0,1334386.576,525610.8248,0,525610.8248,0,0,0,0,0,0,0,0,0,525610.8248,1859997.401,0,1859997.401
Fertilizantes_y_plaguicidas,642372.5202,24537.17896,111868.3045,114206.2378,23711.86739,29514.46006,8750.897814,972.8270173,26.34699042,58.40535379,1.479423855,0,0,0,0,71.15415054,539.6499003,1262.87899,116.7668784,0,0.011186717,1489.931543,135.6224356,4.996305387,172.4610189,37.87740205,0,800,0.800432594,2.925152561,0,1500,1556.714549,10.0080579,0,1.082606185,3163.421143,406.3366363,0,0,2.128555654,0.572654233,7.240350458,0,0,0,0,0,2981.906032,85771.73946,95.52295733,373.2595358,3257.310368,35.9128594,444.0382202,12.04142698,0,2.933678386,205.3919458,7.461135968,2.314076926,0,0,0.059447088,8.843834691,0,0,0,32.03890313,0,5.032266041,0,0,7.095084596,0,0,0,0,0,0,0,0,0,0,4.175936963,0,0,2.555841305,1.503751706,0,0,0,0,0,0.885029109,0,0,0,0.163854172,0,0,0,0,0,0,0,0,0,0,0,301.2582872,0,11257.46178,14.80178123,31.32941967,164.7004197,159.9222038,18.67239263,0,0,18.75930084,0.119796996,0,0,1072522.317,94252.55998,0,94252.55998,14999.75546,0,14999.75546,0,0,14999.75546,0,12692.0466,12692.0466,121944.362,1194466.679,0,1194466.679
Materias_primas_plasticas_y_caucho_sintetico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58183.37202,0,0,236.4280477,0,35459.89154,3482.03028,33926.40952,2591.337743,3727.278152,10753.54334,194.2277082,0,4283.808897,0,0,620.6157378,179752.848,13498.95314,0,4000,609.5854718,20503.66091,5881.736391,21669.14457,849120.0602,9104.245859,0,0,0,0,0,15.00312598,2074.930585,0,1208.998287,758.9871665,0,3903.404196,9216.224583,966.6228312,0,5876.635062,0,1439.0895,13601.11264,35640.64008,7044.297096,6642.819106,23318.58125,0,8382.399928,0,4682.946601,32101.44887,0,0,2000,73.97720408,0,0,0,0,0,0,0,0,631.1320588,0,0,0,0,0,0,0,0,0,18.68198111,0,0,0,0,0,0,0,0,0,0,0,0,0,1417197.11,195884.598,0,195884.598,758.1966838,0,758.1966838,0,0,758.1966838,0,41905.63127,41905.63127,238548.4259,1655745.536,0,1655745.536
Pinturas_y_barnices,740.2468848,152.9317888,102.1633766,177.5838895,86.08538056,771.3036919,178.3647208,140.665585,1.079204725,61.59881497,6502.322332,2538.843111,217.8592133,960.8100663,1619.223741,365.4546301,514.4999805,665.2923227,1436.06673,783.390226,99.76804882,1853.856924,33.78599385,128.8456538,643.5901774,1036.976878,34.81601561,396.3484444,137.438361,1597.683124,201.4172676,485.5605271,3778.520888,809.0833692,302.8171789,1413.345391,3713.920044,0,434.2102089,336.4503439,9639.634163,191.1966884,8240.890069,4474.88046,92.79710799,4991.021372,27151.33323,0,0,0,0,50888.64501,0,63.28946003,0,0,0,0,21866.38555,0,0,27883.17945,265.2737806,4620.657004,3877.918085,2177.637836,2539.392452,11611.8155,9675.691519,0,7697.985252,1420.311864,2423.425218,5624.885599,2697.559038,8222.989551,0,2089.198386,0,0,1186.712848,3703.288046,625.1550465,32.75998008,1401.900832,32620.74945,2262.197705,5849.640303,1729.916298,1302.536065,41591.94365,2083.698221,1523.671846,339.6622797,953.3380345,374191.2832,1463.118759,11205.94252,2193.342935,6121.774799,2357.038389,3700.488494,0,196.4633112,2917.725973,8421.995778,1253.68059,9269.240963,15932.65585,7146.728522,20002.26793,0,15113.17204,744.7917532,0,3586.756498,4716.538028,0,0,271.6321615,2143.464808,4771.851014,3222.971175,0,854034.3103,32775.65509,0,32775.65509,0,0,0,0,0,0,0,56722.45936,56722.45936,89498.11445,943532.4247,0,943532.4247
Productos_medicinales,43672.23112,0,30000,30000,0,176489.5624,28504.22565,0,0.067547546,3.85547679,25.25074375,0,0.039527796,0,0,0,838.8812366,0,0,0,51.68087174,128.2125514,5.522700441,0,36.27221434,520.2992176,0,0,0,6536.574583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55758.72024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013918051,0,14.61320163,0,0,0,1351.687393,5552.743244,0,0,0,0,0,0,0,0,0,1.68179544,5224.611132,0,13631.18259,7207.053629,15241.91779,403087.1287,437250.8923,25664.04365,11.27106479,0,14824.87777,0.87735235,9213.739055,0,1310849.731,297971.7632,4030.66046,302002.4237,2300022.12,617809.4935,2917831.613,0,0,2917831.613,0,-212194.7065,-212194.7065,3007639.331,4318489.061,0,4318489.061
"Jabones,_detergentes_y_cosmeticos",4982.943097,738.5819624,452.4514818,1361.805117,327.2108537,1082.704059,291.3387486,1058.360644,0.875466471,1010.947528,1822.104109,156.4746949,0,0,5117.406911,1499.042738,1310.19728,596.5744506,45883.31184,0,910.6209023,6536.708002,135.3421761,197.7299691,867.6509711,1121.846556,0,986.1082182,380.8874925,2196.622932,134.486004,1623.312288,2492.359596,580.5900239,1905.013825,5602.661463,12275.89514,112.3618694,897.3048161,407.4409868,5985.849322,566.5649964,1731.647916,458.5009365,179.857081,1741.88515,7643.460412,1067.082425,12710.13003,13330.15956,20945.66897,0,9609.67383,247654.1908,7239.973449,20.2683363,805.9906375,983.8890847,3545.033739,590.9077107,867.2225476,0,467.9585106,1131.047711,5883.622219,151.9836566,492.440351,529.7911692,1473.927555,840.0214232,2330.480681,495.7286209,0,565.6276996,558.5289603,371.2010395,73.16080397,682.2393519,683.1120195,0,925.8469442,163.7616576,668.8588425,88.78742747,1112.927222,2440.8145,460.7263323,2337.643024,132.7812642,43.6436295,2188.738307,0,1558.74244,0,0,3404.103987,2832.758795,1130.982921,34423.58199,50728.31418,529.5259531,1025.868173,29.97611919,45.47581742,705.3642989,1955.756294,291.182359,2202.370164,2061.641574,1717.946382,131310.087,4833.894649,17848.62793,4795.923099,10145.88813,1667.339226,10809.86492,3457.832162,10326.75029,0,23226.8727,14.97934629,233973.7586,0,1029086.042,116073.6401,0,116073.6401,1478376.98,3892.381835,1482269.362,0,0,1482269.362,0,109806.3302,109806.3302,1708149.332,2737235.374,0,2737235.374
Otros_productos_quimicos,0,0,0,3877.672936,0,1603.823462,0,0,0,0,0,0,0,0,5178.395857,0,0,262.2138232,12485.12185,12.97958425,0,1709.150321,0,458.3689923,106.1393702,2713.792044,0,1540.904404,38.09298212,469.425396,0,0,8484.635134,165.24854,2500,651.4464658,11385.38121,0,3000,13031.27677,35.1457513,21227.57798,10368.82973,16680.58893,0,3992.932,21796.08959,0,85127.00685,539.645794,163896.8175,33357.39345,1698.737734,106858.1594,67879.45036,24817.75503,22661.52538,6659.795631,46975.83478,500,10358.01217,2942.003397,6900.023034,5665.109675,0,42.52181835,0,0,0,282.5872648,3.661964641,0,0,0,0,1190.30508,0,100.8028995,0,710.4913032,2979.703444,1055.505697,912.9474686,0,0,0,1101.824014,0,3250.414727,0,21064.34835,0,1987.678838,61.62951412,0,260.4554664,0,0,21.84156182,437.3641522,0,0,0,0,0,0,0.002668113,0,0,0,108300.7046,0,17122.3133,0.70242839,1.813377981,0.513009195,11635.57283,0,6.208818382,0,2536.043271,0.402505511,0,0,905680.8638,225279.2677,0,225279.2677,177472.9382,509.3699008,177982.3081,0,0,177982.3081,19154.118,106592.178,125746.296,529007.8717,1434688.736,0,1434688.736
Fibras_sinteticas_manufacturadas,0,87.02047737,0,296.102288,0,0,0,0,0,0,306.9202401,0,0,0,0,0,0,0,0,0,0,979.3479365,0,0,0,15.3239248,0,0,0,0,0,72868.52748,0,17781.89687,63181.96952,20729.45502,0,253.5545798,1608.812605,0,132.3972413,0,2187.68926,1577.656712,0,0,0,0,0,0,0,0,0,0,0,12012.2752,64090.92483,2641.104813,14508.685,0,0,0,0,0,0,0,0,0,0,0,0,72.41246841,0,0,0,0,0,0,0,520.4315353,0,0,0,0,0,807.8823122,0,1475.156221,0,0,815.3523722,0,0,0,0,838.4067493,5430.343909,9032.254468,193.9718528,252.9607484,0,0,0,0,25.02633125,0,0,13.36106324,27.42610669,10.34917947,28.8691392,0,1249.531127,89.08153834,194.6736869,279.7753497,3549.702056,0,47.38923537,0,345.0707436,8.732891416,0,0,300567.8251,99691.95909,0,99691.95909,34103.88263,61.11407284,34164.9967,0,0,34164.9967,0,25177.8478,25177.8478,159034.8036,459602.6287,0,459602.6287
"Cubiertas,_camaras_y_recauchutado_de_cubiertas",24760.76176,1787.212413,1217.410393,3828.333408,988.6515907,6600.735234,120.9321203,7540.4421,25.78197708,674.427071,1.337576448,0,0,0,1.620821942,0.331137853,1.175068162,0.422288882,0,0.724399438,0.112362308,0,0,0.007055324,0.425539087,0,0,0.684049327,0,1.433182035,0.036227899,0.448449072,0.015696114,0.066193208,0.024099084,0.278328565,0.069284866,0.002140379,0,2.718281541,2.522238664,0,0.057790237,0.293469766,0,0.369854753,0,0.060326983,0.564505187,0.005469858,0,0.131672955,0.135240254,0.33437479,0.211263351,0,1188.970234,545.111767,2.44457817,0.192475578,0.124696905,0.279834758,0,3.62754632,0,0.016409574,0,0.391213748,0.314715011,0.21364155,0,0,0,605.7340794,0,0.012128815,0,4.355661491,0.035752259,0.011890995,100.1691782,47.12963947,34.40667102,10.58539659,57.65021093,12867.5703,170.9976801,641.3133324,55.08637738,28.48892469,1.045773406,0,721.7921388,0,254.7051207,890.9702864,180.013115,298.8012133,0,0,65816.61396,275839.9846,0,0,0,0,73.72417127,0,0,0,3809.346672,0,915.870535,93.13148451,227.1628188,426.9681702,2814.475637,0,0,0,10820.52123,0,0,0,427111.6677,100851.3551,0,100851.3551,7355.222319,0,7355.222319,0,0,7355.222319,0,-5141.919146,-5141.919146,103064.6582,530176.326,0,530176.326
Productos_de_caucho,12538.29103,442.6412206,306.6541946,2114.226165,350.1245631,548.3317051,416.5126817,22288.29903,9.371457219,37.50024671,82.61455153,0,0,0,748.7088139,0,3.659120722,0,0,466.1455221,2.300120623,41.51151358,0,0,97.83301464,0,0,114.9916761,0,0,233.523211,0,0,9090.625972,0,0,52.06593489,0,1551.776426,645.4424375,21.82654499,0,0,3861.894854,0,0,81.80147874,0,0,22.42058251,0,4.370013582,4642.541276,468.7181188,12232.0651,0,7621.521388,24732.49951,613.1457222,212.3707513,0,0,0,444.8285927,0,68.2733707,0,2398.766304,726.9901713,110.9714355,0,2161.071369,3555.664492,6873.345933,2769.162221,7758.613965,0,0,167.1712516,0,1834.664222,864.4548341,631.1222489,193.5297845,1056.648665,63425.52513,3133.554387,11863.33123,844.8444258,522.5729106,648.2474312,0,7.407739822,0,2.286024916,5120.728172,3301.984138,5480.916581,781.4292333,38036.22242,0,0,0,0.999007728,0,0,5.751001571,26.72655455,98.42529224,37.12139963,67597.97912,0,3413.8297,2594.653738,5488.554915,4750.510372,43709.91921,2.762523799,0,3411.156286,4444.371299,0,0,0,407065.4151,25663.49303,0,25663.49303,0,0,0,0,0,0,0,26931.01431,26931.01431,52594.50734,459659.9224,0,459659.9224
Productos_de_plastico,4506.754503,56747.28863,952.0951717,39867.99454,220.0375393,12156.85902,1071.799095,140.8782783,8.274384216,500.3727173,3716.340567,20104.33448,8.776586114,81.25828848,166191.8237,5274.293762,51684.61668,6186.226522,141852.4663,25042.86233,5047.846974,139587.7672,4791.044043,131278.1753,47357.86963,120547.094,1943.118311,29374.8299,945.1314594,286097.8506,2833.845283,5723.606259,2421.670339,3627.025447,0,9961.436018,461.9848689,487.2133576,33413.37293,188.0266344,11045.33796,406.2882626,10329.79648,96107.97258,1964.240257,70727.14513,144255.3636,8189.441164,8139.356391,32437.56571,5443.776972,17211.41112,65437.49036,205736.1046,36958.06943,2348.73417,60.73931411,3075.963654,341475.5868,3142.837807,3314.546448,4935.196192,3816.415594,8819.302015,111.9514379,20.92859949,46.05321084,248.4074296,16.7212009,1843.438947,20631.47818,727.711388,56698.85945,50997.02255,2385.490624,85956.43637,0,3156.102473,0,23349.70813,16794.37413,15.16316362,3000.959575,39584.92139,11921.16959,66380.90672,43997.73674,82229.13449,928.690664,978.13415,116928.3467,43609.29565,104.5425289,1680.492654,75.22016211,590696.6311,8769.859597,14556.96541,50890.36153,159898.0131,103.5949477,283.3551433,3.859368693,15.50507387,280.4287352,30334.15491,98.8779048,903.2971163,1449.530039,550.3323239,142216.703,0,14070.55269,1184.983726,2425.448612,33738.44167,120110.0675,115.207715,126.1216234,219.0359605,5169.263547,180.8178918,8780.650541,0,4309374.403,174556.4146,0,174556.4146,197207.3727,1728.238128,198935.6108,0,0,198935.6108,0,299977.2108,299977.2108,673469.2362,4982843.639,0,4982843.639
Vidrio_y_productos_de_vidrio,55.01207328,12.20576197,7.089893076,13.54263872,6.736710911,59.35115776,30.92726909,8.641387485,0.086126423,4.915921405,11.85626816,0.66915084,1.11986514,0.384470515,57.45464375,524.1345492,13461.64138,7738.000781,2086.752576,0,114.2897849,306.0478617,0,119.2600266,32.8556736,6929.310102,9155.957452,139179.0582,2997.563896,19943.81522,0,0,0,0,0,3.173707056,0,0,0,0,399.4903752,0,0,0,0,0,0,0,0,2665.132049,0,1486.910802,17535.44046,22594.7558,446.6745347,0,0,0,41935.1303,81531.51465,0,0,0,0,0,3.417889515,0,778.9293361,92.21159565,339.6407551,0,0,7730.571982,413.4821579,0,12340.34355,73.02891304,0,0,442.0686109,392.0062214,9021.575442,0,0,5647.332816,49158.33324,0,0,0,0,498.3684033,0,0.076166839,0.0745187,0.266869319,63164.46763,4625.400229,5369.251966,3.189455083,0.004784914,0,0.053856725,0.164767585,0,0,1.23179554,0,0,0,0,50.299881,0,7380.540202,580.2317653,1171.549336,443.5263849,2546.351868,0,0,0,3159.659303,0,0,0,546884.5552,49735.36529,0,49735.36529,8268.798809,0,8268.798809,0,0,8268.798809,12427.77015,35910.70156,48338.47171,106342.6358,653227.191,0,653227.191
Productos_de_ceramica_refractaria_y_no_refractaria_para_uso_no_estructural,17.04178495,0.891505981,0.024503345,1.812455751,0.710559366,3.218458704,1.04787318,5.385268794,0,0,13.68811787,0,0,0,45.16237464,0,10.49933204,0,51.0152625,3.029205577,1.087391976,31.34310761,0,11.4832048,3.42317097,13.95702612,0,24.41401172,0,6.842681486,0,0,7.562427334,41.29459265,1.756659318,0,0,0,0,55.96534307,731.1995259,21.66020152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348748013,0,0,4557.531573,1728.041543,0,12289.29617,8192.311739,0,3.816956276,175.7834556,0,0,0,0,2901.115863,0,0,520.7058489,0.061868859,0,0,65.96050591,49.33338903,1.36187563,5.467344683,0.61782731,83.58016656,0,19.96849733,818.3387222,3.257416609,0,69.04052487,0,3452.931779,0,0,415736.6852,0,0,1325.382478,5884.149301,771.0923005,213.6298651,0,0,18307.96951,0,0,0,0,0,22.78941478,0,442.8845734,81.2784681,171.0125477,70.2384495,0,0,0,0,0,1.047663931,0,0,479072.5477,29524.883,9.817040233,29534.70004,32903.90033,0,32903.90033,0,0,32903.90033,0,10976.53955,10976.53955,73415.13991,552487.6876,0,552487.6876
